player_name,season,team,position,age,games_played,salary,salary_formatted,salary_rank,pg_points,pg_rebounds,pg_assists,pg_steals,pg_blocks,PER,TS_pct,usage_pct,WS,VORP,BPM,OBPM,DBPM,points_per_million,salary_per_WS,salary_per_VORP,value_score,value_category,season_year
Isaiah Joe,2024-25,OKC,SG,25.0,74.0,12991650,"$12,991,650",122,10.2,2.6,1.6,0.6,0.1,14.0,0.617,17.2,5.1,1.4,1.3,1.4,-0.1,0.79,2547382.0,9279750.0,10.78,Fair Value,2024
Royce O'Neale,2024-25,PHO,SF,31.0,75.0,9375000,"$9,375,000",172,9.1,4.7,2.2,0.9,0.5,12.6,0.585,15.5,2.8,1.0,0.1,0.2,-0.1,0.97,3348214.0,9375000.0,10.67,Fair Value,2024
Mouhamed Gueye,2024-25,ATL,PF,22.0,33.0,1891857,"$1,891,857",396,6.0,4.2,0.8,0.8,1.0,14.4,0.52,15.7,1.2,0.2,-0.6,-1.6,1.0,3.17,1576548.0,9459285.0,10.57,Fair Value,2024
Kenrich Williams,2024-25,OKC,PF,30.0,69.0,6669000,"$6,669,000",212,6.3,3.5,1.4,0.6,0.1,13.7,0.587,15.4,3.6,0.7,0.6,-0.4,0.9,0.94,1852500.0,9527143.0,10.5,Fair Value,2024
Kyle Anderson,2024-25,2TM,PF,31.0,61.0,8780488,"$8,780,488",183,5.9,3.4,2.4,0.7,0.5,15.1,0.538,15.9,2.8,0.9,1.5,-0.6,2.2,0.67,3135889.0,9756098.0,10.25,Fair Value,2024
Jonas Valančiūnas,2024-25,2TM,C,32.0,81.0,9900000,"$9,900,000",165,10.4,7.7,2.0,0.5,0.6,20.8,0.602,22.8,4.3,1.0,0.6,0.8,-0.1,1.05,2302326.0,9900000.0,10.1,Fair Value,2024
Jose Alvarado,2024-25,NOP,PG,26.0,56.0,1988598,"$1,988,598",394,10.3,2.4,4.6,1.3,0.3,13.4,0.523,19.8,1.2,0.2,-1.4,-0.6,-0.8,5.18,1657165.0,9942990.0,10.06,Fair Value,2024
Cameron Johnson,2024-25,BRK,PF,28.0,57.0,23062500,"$23,062,500",73,18.8,4.3,3.4,0.9,0.4,18.2,0.632,22.9,5.1,2.3,3.1,3.5,-0.4,0.82,4522059.0,10027174.0,9.97,Good Value,2024
Duop Reath,2024-25,POR,C,28.0,46.0,2048780,"$2,048,780",390,4.2,2.0,0.6,0.3,0.3,13.7,0.552,17.0,1.0,0.2,-0.3,0.2,-0.5,2.05,2048780.0,10243900.0,9.76,Fair Value,2024
LeBron James,2024-25,LAL,SF,40.0,70.0,48728845,"$48,728,845",14,24.4,7.8,8.2,1.0,0.6,22.7,0.604,30.1,7.7,4.7,5.6,4.9,0.7,0.5,6328421.0,10367839.0,9.65,Star - Excellent Value,2024
Jaren Jackson Jr.,2024-25,MEM,C,25.0,74.0,25257798,"$25,257,798",65,22.2,5.6,2.0,1.2,1.5,19.6,0.591,28.1,6.4,2.4,2.3,1.6,0.8,0.88,3946531.0,10524082.0,9.5,Good Value,2024
Norman Powell,2024-25,LAC,SG,31.0,60.0,19241379,"$19,241,379",90,21.8,3.2,2.1,1.2,0.2,17.5,0.615,26.1,5.3,1.8,1.5,1.7,-0.2,1.13,3630449.0,10689655.0,9.35,Fair Value,2024
Chet Holmgren,2024-25,OKC,C,22.0,32.0,10880640,"$10,880,640",157,15.0,8.0,2.0,0.7,2.2,19.2,0.599,22.0,3.2,1.0,2.4,0.5,1.9,1.38,3400200.0,10880640.0,9.19,Fair Value,2024
Luka Dončić,2024-25,2TM,PG,25.0,50.0,43031940,"$43,031,940",18,28.2,8.2,7.7,1.8,0.4,24.1,0.587,33.9,5.9,3.9,6.7,5.5,1.2,0.66,7293549.0,11033831.0,9.06,Star - Fair Value,2024
Donovan Mitchell,2024-25,CLE,SG,28.0,71.0,35410310,"$35,410,310",36,24.0,4.5,5.0,1.3,0.2,20.9,0.575,30.9,7.6,3.2,3.7,3.8,-0.2,0.68,4659251.0,11065722.0,9.04,Star - Fair Value,2024
Tre Jones,2024-25,2TM,PG,25.0,46.0,9104167,"$9,104,167",179,7.2,2.5,4.2,0.8,0.2,16.3,0.617,14.1,2.9,0.8,1.5,0.5,1.0,0.79,3139368.0,11380209.0,8.79,Fair Value,2024
Donovan Clingan,2024-25,POR,C,20.0,67.0,6836400,"$6,836,400",210,6.5,7.9,1.1,0.5,1.6,17.4,0.574,14.2,4.0,0.6,-0.3,-1.7,1.4,0.95,1709100.0,11394000.0,8.78,Fair Value,2024
Gary Payton II,2024-25,GSW,SG,32.0,62.0,9130000,"$9,130,000",177,6.5,3.0,1.3,0.8,0.3,16.2,0.635,16.1,3.0,0.8,1.4,-0.5,2.0,0.71,3043333.0,11412500.0,8.76,Fair Value,2024
Jakob Poeltl,2024-25,TOR,C,29.0,57.0,19500000,"$19,500,000",88,14.5,9.6,2.8,1.2,1.2,20.0,0.641,18.7,5.5,1.7,2.0,0.7,1.3,0.74,3545455.0,11470588.0,8.72,Fair Value,2024
Moses Moody,2024-25,GSW,SG,22.0,74.0,5803269,"$5,803,269",227,9.8,2.6,1.3,0.8,0.4,12.4,0.578,17.4,3.5,0.5,-0.9,-0.9,0.0,1.69,1658077.0,11606538.0,8.62,Fair Value,2024
Stephen Curry,2024-25,GSW,PG,36.0,70.0,55761217,"$55,761,217",1,24.5,4.4,6.0,1.1,0.4,21.5,0.618,29.8,7.9,4.8,6.3,6.4,0.0,0.44,7058382.0,11616920.0,8.61,Star - Excellent Value,2024
Desmond Bane,2024-25,MEM,SG,26.0,69.0,34005250,"$34,005,250",42,19.2,6.1,5.3,1.2,0.4,17.9,0.6,23.3,6.5,2.9,3.2,2.6,0.6,0.56,5231577.0,11725948.0,8.53,Star - Fair Value,2024
Chris Boucher,2024-25,TOR,PF,32.0,50.0,10810000,"$10,810,000",158,10.0,4.5,0.7,0.5,0.5,18.7,0.615,21.2,2.7,0.9,2.3,2.9,-0.6,0.93,4003704.0,12011111.0,8.33,Fair Value,2024
Moritz Wagner,2024-25,ORL,C,27.0,30.0,11000000,"$11,000,000",151,12.9,4.9,1.4,0.8,0.4,22.3,0.649,26.8,2.0,0.9,4.0,2.6,1.4,1.17,5500000.0,12222222.0,8.18,Fair Value,2024
Darius Garland,2024-25,CLE,PG,25.0,75.0,36725670,"$36,725,670",28,20.6,2.9,6.7,1.2,0.1,19.9,0.6,27.2,8.1,3.0,3.1,3.9,-0.8,0.56,4534033.0,12241890.0,8.17,Star - Fair Value,2024
Jalen Smith,2024-25,CHI,C,24.0,64.0,8571429,"$8,571,429",185,8.2,5.6,1.0,0.3,0.7,18.7,0.586,21.0,2.9,0.7,0.9,1.5,-0.6,0.96,2955665.0,12244899.0,8.17,Fair Value,2024
John Konchar,2024-25,MEM,SG,28.0,46.0,6165000,"$6,165,000",220,2.4,3.3,0.9,0.7,0.3,12.1,0.592,8.0,1.5,0.5,1.7,-0.7,2.3,0.39,4110000.0,12330000.0,8.11,Fair Value,2024
Brook Lopez,2024-25,MIL,C,36.0,80.0,23000000,"$23,000,000",74,13.0,5.0,1.8,0.6,1.9,14.8,0.624,15.8,6.6,1.8,0.8,0.4,0.4,0.57,3484848.0,12777778.0,7.83,Fair Value,2024
Bam Adebayo,2024-25,MIA,C,27.0,78.0,34848340,"$34,848,340",39,18.1,9.6,4.3,1.3,0.7,18.9,0.561,23.5,7.5,2.7,2.0,1.0,1.0,0.52,4646445.0,12906793.0,7.75,Star - Fair Value,2024
Gary Trent Jr.,2024-25,MIL,SG,26.0,74.0,2613120,"$2,613,120",344,11.1,2.3,1.2,1.0,0.1,11.7,0.591,17.1,3.3,0.2,-1.6,-1.2,-0.4,4.25,791855.0,13065600.0,7.65,Fair Value,2024
Dwight Powell,2024-25,DAL,C,33.0,55.0,4000000,"$4,000,000",273,2.1,2.1,1.0,0.3,0.4,12.9,0.713,7.6,1.7,0.3,0.0,-1.5,1.5,0.52,2352941.0,13333333.0,7.5,Fair Value,2024
Jared McCain,2024-25,PHI,SG,20.0,23.0,4020360,"$4,020,360",270,15.3,2.4,2.6,0.7,0.0,15.2,0.589,24.7,0.7,0.3,0.2,1.8,-1.6,3.81,5743371.0,13401200.0,7.46,Fair Value,2024
Anthony Davis,2024-25,2TM,C,31.0,51.0,43219440,"$43,219,440",17,24.7,11.6,3.5,1.2,2.2,26.3,0.588,30.4,6.7,3.2,5.4,3.9,1.5,0.57,6450663.0,13506075.0,7.4,Star - Fair Value,2024
Miles Bridges,2024-25,CHO,PF,26.0,64.0,27173913,"$27,173,913",59,20.3,7.5,3.9,0.7,0.7,17.7,0.541,28.0,3.2,2.0,1.8,2.3,-0.5,0.75,8491848.0,13586956.0,7.36,Good Value,2024
Josh Okogie,2024-25,2TM,SG,26.0,40.0,8250000,"$8,250,000",190,7.1,2.8,0.8,1.2,0.5,16.3,0.567,19.5,1.3,0.6,1.5,-0.1,1.6,0.86,6346154.0,13750000.0,7.27,Fair Value,2024
Max Strus,2024-25,CLE,SF,28.0,50.0,15212068,"$15,212,068",111,9.4,4.3,3.2,0.5,0.2,12.6,0.607,14.7,3.4,1.1,1.3,1.1,0.2,0.62,4474138.0,13829153.0,7.23,Fair Value,2024
Caris LeVert,2024-25,2TM,SG,30.0,64.0,16615384,"$16,615,384",105,12.1,3.2,3.4,0.9,0.5,15.2,0.582,19.4,4.0,1.2,0.9,0.8,0.1,0.73,4153846.0,13846153.0,7.22,Fair Value,2024
Bones Hyland,2024-25,LAC,PG,24.0,20.0,4158439,"$4,158,439",266,7.2,1.2,1.4,0.9,0.2,16.4,0.569,29.6,0.4,0.3,3.1,1.2,1.9,1.73,10396098.0,13861463.0,7.21,Fair Value,2024
Bones Hyland,2024-25,2TM,PG,24.0,24.0,4158439,"$4,158,439",266,6.2,1.0,1.3,0.8,0.2,16.0,0.576,28.2,0.5,0.3,2.7,0.9,1.8,1.49,8316878.0,13861463.0,7.21,Fair Value,2024
Brandon Clarke,2024-25,MEM,PF,28.0,64.0,12500000,"$12,500,000",135,8.3,5.1,1.0,0.8,0.6,17.6,0.638,15.3,4.4,0.9,0.8,0.0,0.8,0.66,2840909.0,13888889.0,7.2,Fair Value,2024
Kristaps Porziņģis,2024-25,BOS,C,29.0,42.0,29268293,"$29,268,293",54,19.5,6.8,2.1,0.7,1.5,22.3,0.618,25.9,5.3,2.1,4.7,3.5,1.2,0.67,5522319.0,13937282.0,7.17,Good Value,2024
Karl-Anthony Towns,2024-25,NYK,C,29.0,72.0,49205800,"$49,205,800",6,24.4,12.8,3.1,1.0,0.7,23.4,0.63,27.4,10.1,3.5,3.6,3.5,0.1,0.5,4871861.0,14058800.0,7.11,Star - Fair Value,2024
Luguentz Dort,2024-25,OKC,SF,25.0,71.0,17000000,"$17,000,000",101,10.1,4.1,1.6,1.1,0.5,11.3,0.586,13.6,5.6,1.2,0.2,-0.6,0.8,0.59,3035714.0,14166667.0,7.06,Fair Value,2024
Isaiah Hartenstein,2024-25,OKC,C,26.0,57.0,30000000,"$30,000,000",49,11.2,10.7,3.8,0.8,1.1,18.9,0.599,16.7,6.8,2.1,3.2,0.6,2.6,0.37,4411765.0,14285714.0,7.0,Star - Fair Value,2024
Naji Marshall,2024-25,DAL,SF,27.0,69.0,8571429,"$8,571,429",185,13.2,4.8,3.0,1.0,0.2,15.1,0.584,20.0,3.5,0.6,-0.8,-0.3,-0.5,1.54,2448980.0,14285715.0,7.0,Fair Value,2024
Kyle Anderson,2024-25,GSW,PF,31.0,36.0,8780488,"$8,780,488",183,5.3,3.1,2.3,0.7,0.6,14.8,0.522,15.7,1.5,0.6,2.3,-0.3,2.6,0.6,5853659.0,14634147.0,6.83,Fair Value,2024
Anthony Davis,2024-25,LAL,C,31.0,42.0,43219440,"$43,219,440",17,25.7,11.9,3.4,1.3,2.1,27.1,0.601,30.2,6.2,2.9,6.0,4.5,1.5,0.59,6970877.0,14903255.0,6.71,Star - Fair Value,2024
Harrison Barnes,2024-25,SAS,PF,32.0,82.0,18000000,"$18,000,000",97,12.3,3.8,1.7,0.5,0.2,14.9,0.656,15.7,5.6,1.2,0.0,1.7,-1.7,0.68,3214286.0,15000000.0,6.67,Fair Value,2024
Damian Lillard,2024-25,MIL,PG,34.0,58.0,48787676,"$48,787,676",12,24.9,4.7,7.1,1.2,0.2,21.3,0.621,27.8,7.6,3.2,4.0,4.7,-0.6,0.51,6419431.0,15246149.0,6.56,Star - Fair Value,2024
Jalen Suggs,2024-25,ORL,PG,23.0,35.0,9188385,"$9,188,385",175,16.2,4.0,3.7,1.5,0.9,14.4,0.536,27.5,1.1,0.6,0.4,-0.8,1.3,1.76,8353077.0,15313975.0,6.53,Fair Value,2024
Myles Turner,2024-25,IND,C,28.0,72.0,19928500,"$19,928,500",86,15.6,6.5,1.5,0.8,2.0,16.1,0.612,20.7,4.7,1.3,0.4,0.0,0.4,0.78,4240106.0,15329615.0,6.52,Fair Value,2024
Aaron Holiday,2024-25,HOU,PG,28.0,62.0,4668000,"$4,668,000",254,5.5,1.3,1.3,0.3,0.2,12.2,0.594,16.8,2.0,0.3,-0.2,-0.4,0.1,1.18,2334000.0,15560000.0,6.43,Fair Value,2024
Jaden Ivey,2024-25,DET,SG,22.0,30.0,7977240,"$7,977,240",196,17.6,4.1,4.0,0.9,0.4,14.7,0.569,26.0,1.2,0.5,0.0,0.8,-0.8,2.21,6647700.0,15954480.0,6.27,Fair Value,2024
Kyrie Irving,2024-25,DAL,SG,32.0,50.0,40000000,"$40,000,000",25,24.7,4.8,4.6,1.3,0.5,19.9,0.594,27.4,4.6,2.5,3.4,3.9,-0.5,0.62,8695652.0,16000000.0,6.25,Star - Fair Value,2024
Jaden McDaniels,2024-25,MIN,PF,24.0,82.0,22586207,"$22,586,207",78,12.2,5.7,2.0,1.3,0.9,13.3,0.562,16.3,6.3,1.4,0.0,-1.4,1.4,0.54,3585112.0,16133005.0,6.2,Fair Value,2024
Jimmy Butler,2024-25,2TM,SF,35.0,55.0,48798677,"$48,798,677",11,17.5,5.4,5.4,1.4,0.3,22.4,0.626,20.8,8.7,3.0,4.9,4.0,1.0,0.36,5609043.0,16266226.0,6.15,Star - Fair Value,2024
Jonas Valančiūnas,2024-25,WAS,C,32.0,49.0,9900000,"$9,900,000",165,11.5,8.2,2.2,0.4,0.6,20.6,0.602,23.8,2.3,0.6,0.4,0.8,-0.5,1.16,4304348.0,16500000.0,6.06,Fair Value,2024
Spencer Dinwiddie,2024-25,DAL,PG,31.0,79.0,3303771,"$3,303,771",292,11.0,2.6,4.4,0.9,0.2,13.0,0.553,17.9,3.7,0.2,-1.6,-0.9,-0.7,3.33,892911.0,16518855.0,6.05,Fair Value,2024
Cory Joseph,2024-25,ORL,PG,33.0,50.0,3303771,"$3,303,771",292,3.5,1.5,1.4,0.5,0.1,10.9,0.547,12.8,1.5,0.2,-0.8,-2.3,1.4,1.06,2202514.0,16518855.0,6.05,Fair Value,2024
DeAndre Jordan,2024-25,DEN,C,36.0,56.0,3303771,"$3,303,771",292,3.7,5.1,0.9,0.3,0.5,15.4,0.621,12.8,1.8,0.2,-1.2,-1.4,0.2,1.12,1835428.0,16518855.0,6.05,Fair Value,2024
Shaedon Sharpe,2024-25,POR,SG,21.0,72.0,6614160,"$6,614,160",213,18.5,4.5,2.8,0.9,0.2,14.5,0.551,25.1,3.0,0.4,-1.3,0.0,-1.3,2.8,2204720.0,16535400.0,6.05,Fair Value,2024
Alex Len,2024-25,SAC,C,31.0,36.0,3303771,"$3,303,771",292,1.4,1.8,0.8,0.2,0.5,13.1,0.557,9.6,0.6,0.2,0.3,-2.1,2.4,0.42,5506285.0,16518855.0,6.05,Fair Value,2024
Drew Eubanks,2024-25,UTA,C,27.0,37.0,5000000,"$5,000,000",244,5.8,4.5,1.2,0.3,0.9,15.9,0.632,14.8,1.2,0.3,0.0,-0.9,0.9,1.16,4166667.0,16666667.0,6.0,Fair Value,2024
Isaiah Stewart,2024-25,DET,C,23.0,72.0,15000000,"$15,000,000",112,6.0,5.5,1.7,0.4,1.4,14.6,0.616,12.4,4.3,0.9,0.6,-1.6,2.1,0.4,3488372.0,16666667.0,6.0,Fair Value,2024
Drew Eubanks,2024-25,2TM,C,27.0,61.0,5000000,"$5,000,000",244,4.6,3.7,0.9,0.2,0.6,15.6,0.622,15.1,1.7,0.3,-0.7,-1.2,0.6,0.92,2941176.0,16666667.0,6.0,Fair Value,2024
Kevin Durant,2024-25,PHO,PF,36.0,62.0,51179020,"$51,179,020",4,26.6,6.0,4.2,0.8,1.2,21.2,0.642,28.7,5.2,3.0,3.2,3.9,-0.7,0.52,9842119.0,17059673.0,5.86,Star - Fair Value,2024
Coby White,2024-25,CHI,SG,24.0,74.0,12000000,"$12,000,000",140,20.4,3.7,4.5,0.9,0.2,15.5,0.601,24.4,4.5,0.7,-0.9,0.5,-1.4,1.7,2666667.0,17142857.0,5.83,Fair Value,2024
Buddy Hield,2024-25,GSW,SG,32.0,82.0,8780488,"$8,780,488",183,11.1,3.2,1.6,0.8,0.3,12.3,0.56,20.5,2.8,0.5,-1.0,-0.7,-0.3,1.26,3135889.0,17560976.0,5.69,Fair Value,2024
Pascal Siakam,2024-25,IND,PF,30.0,78.0,42176400,"$42,176,400",21,20.2,6.9,3.4,0.9,0.5,19.2,0.599,24.2,7.5,2.4,1.7,2.2,-0.5,0.48,5623520.0,17573500.0,5.69,Star - Fair Value,2024
LaMelo Ball,2024-25,CHO,PG,23.0,47.0,35147000,"$35,147,000",37,25.2,4.9,7.4,1.1,0.3,19.1,0.536,35.9,2.0,2.0,3.2,4.1,-0.9,0.72,17573500.0,17573500.0,5.69,Star - Fair Value,2024
Tyrese Maxey,2024-25,PHI,PG,24.0,52.0,35147000,"$35,147,000",37,26.3,3.3,6.1,1.8,0.4,19.5,0.562,29.8,3.8,2.0,2.0,3.2,-1.1,0.75,9249211.0,17573500.0,5.69,Star - Fair Value,2024
Bobby Portis,2024-25,MIL,PF,29.0,49.0,12578286,"$12,578,286",133,13.9,8.4,2.1,0.7,0.5,17.7,0.542,24.1,2.7,0.7,0.2,0.6,-0.4,1.11,4658624.0,17968980.0,5.57,Fair Value,2024
DeMar DeRozan,2024-25,SAC,SF,35.0,77.0,23400000,"$23,400,000",70,22.2,3.9,4.4,0.8,0.4,17.7,0.569,25.0,7.1,1.3,-0.1,1.2,-1.2,0.95,3295775.0,18000000.0,5.56,Fair Value,2024
Rudy Gobert,2024-25,MIN,C,32.0,72.0,43827586,"$43,827,586",16,12.0,10.9,1.8,0.8,1.4,18.3,0.687,13.0,10.1,2.4,1.9,0.6,1.3,0.27,4339365.0,18261494.0,5.48,Star - Fair Value,2024
Julius Randle,2024-25,MIN,PF,30.0,69.0,33073920,"$33,073,920",46,18.7,7.1,4.7,0.7,0.2,17.5,0.593,25.0,6.2,1.8,1.3,1.5,-0.2,0.57,5334503.0,18374400.0,5.44,Star - Overpaid,2024
Cole Anthony,2024-25,ORL,PG,24.0,67.0,12900000,"$12,900,000",126,9.4,3.0,2.9,0.7,0.5,14.2,0.531,24.6,2.0,0.7,0.1,-0.8,0.9,0.73,6450000.0,18428571.0,5.43,Fair Value,2024
Draymond Green,2024-25,GSW,PF,34.0,68.0,24107143,"$24,107,143",69,9.0,6.1,5.6,1.5,1.0,12.4,0.534,15.9,3.7,1.3,0.5,-2.3,2.8,0.37,6515444.0,18543956.0,5.39,Fair Value,2024
Jeremy Sochan,2024-25,SAS,PF,21.0,54.0,5570040,"$5,570,040",230,11.4,6.5,2.4,0.8,0.5,15.9,0.589,19.0,2.7,0.3,-1.2,-0.8,-0.4,2.05,2062978.0,18566800.0,5.39,Fair Value,2024
Andrew Wiggins,2024-25,2TM,SF,29.0,60.0,26276786,"$26,276,786",61,18.0,4.5,2.6,1.0,0.8,16.4,0.566,24.5,4.0,1.4,0.9,1.2,-0.3,0.69,6569196.0,18769133.0,5.33,Fair Value,2024
Gui Santos,2024-25,GSW,PF,22.0,56.0,1891857,"$1,891,857",396,4.1,3.1,1.4,0.4,0.2,11.7,0.575,13.2,1.7,0.1,-1.7,-2.2,0.5,2.17,1112857.0,18918570.0,5.29,Fair Value,2024
Jalen Pickett,2024-25,DEN,SG,25.0,49.0,1891857,"$1,891,857",396,4.1,1.4,2.2,0.4,0.1,10.9,0.545,13.2,1.1,0.1,-1.5,-0.8,-0.7,2.17,1719870.0,18918570.0,5.29,Fair Value,2024
Aaron Gordon,2024-25,DEN,PF,29.0,51.0,22841455,"$22,841,455",76,14.7,4.8,3.2,0.5,0.3,17.0,0.65,19.0,4.3,1.2,1.2,2.7,-1.5,0.64,5311966.0,19034546.0,5.25,Fair Value,2024
Jonathan Kuminga,2024-25,GSW,PF,22.0,47.0,7636307,"$7,636,307",200,15.3,4.6,2.2,0.8,0.4,15.7,0.535,27.4,1.9,0.4,-0.6,-0.5,-0.1,2.0,4019109.0,19090768.0,5.24,Fair Value,2024
OG Anunoby,2024-25,NYK,PF,27.0,74.0,36637932,"$36,637,932",31,18.0,4.8,2.2,1.5,0.9,15.4,0.591,19.7,6.5,1.9,0.7,0.7,0.1,0.49,5636605.0,19283122.0,5.19,Star - Overpaid,2024
Kevin Love,2024-25,MIA,PF,36.0,23.0,3850000,"$3,850,000",278,5.3,4.1,1.0,0.7,0.2,16.2,0.488,24.6,0.4,0.2,0.4,-0.3,0.7,1.38,9625000.0,19250000.0,5.19,Fair Value,2024
Zion Williamson,2024-25,NOP,PF,24.0,30.0,36725670,"$36,725,670",28,24.6,7.2,5.3,1.2,0.9,27.3,0.6,34.7,2.5,1.9,7.0,5.9,1.0,0.67,14690268.0,19329300.0,5.17,Star - Overpaid,2024
Mikal Bridges,2024-25,NYK,SF,28.0,82.0,23300000,"$23,300,000",71,17.6,3.2,3.7,0.9,0.5,14.0,0.585,19.6,5.7,1.2,-0.5,0.4,-0.9,0.76,4087719.0,19416667.0,5.15,Fair Value,2024
Trey Lyles,2024-25,SAC,PF,29.0,69.0,8000000,"$8,000,000",193,6.5,4.6,1.2,0.6,0.3,12.3,0.551,14.3,2.6,0.4,-0.7,-0.4,-0.3,0.81,3076923.0,20000000.0,5.0,Fair Value,2024
Luka Dončić,2024-25,LAL,PG,25.0,28.0,43031940,"$43,031,940",18,28.2,8.1,7.5,1.6,0.4,23.9,0.59,34.5,3.4,2.1,6.5,5.5,1.1,0.66,12656453.0,20491400.0,4.88,Star - Fair Value,2024
Tobias Harris,2024-25,DET,PF,32.0,73.0,25365854,"$25,365,854",64,13.7,5.9,2.2,1.0,0.8,13.9,0.571,17.6,5.2,1.2,0.1,-0.5,0.6,0.54,4878049.0,21138212.0,4.73,Fair Value,2024
Jarace Walker,2024-25,IND,PF,21.0,75.0,6362433,"$6,362,433",217,6.1,3.1,1.5,0.7,0.3,11.9,0.59,17.1,1.6,0.3,-0.9,-1.8,0.8,0.96,3976521.0,21208110.0,4.72,Fair Value,2024
Jamal Murray,2024-25,DEN,PG,27.0,67.0,36016200,"$36,016,200",32,21.4,3.9,6.0,1.4,0.5,17.8,0.584,24.0,6.2,1.7,0.8,1.8,-1.0,0.59,5809065.0,21186000.0,4.72,Star - Overpaid,2024
RJ Barrett,2024-25,TOR,SF,24.0,58.0,25794643,"$25,794,643",63,21.1,6.3,5.4,0.8,0.3,16.5,0.547,28.7,2.4,1.2,0.6,1.2,-0.7,0.82,10747768.0,21495536.0,4.65,Fair Value,2024
Davion Mitchell,2024-25,MIA,PG,26.0,30.0,6451077,"$6,451,077",215,10.3,2.7,5.3,1.4,0.3,12.9,0.611,14.2,2.3,0.3,-0.6,-1.5,0.8,1.6,2804816.0,21503590.0,4.65,Fair Value,2024
Ja Morant,2024-25,MEM,PG,25.0,50.0,36725670,"$36,725,670",28,23.2,4.1,7.3,1.2,0.2,19.3,0.563,32.2,3.5,1.7,2.4,3.1,-0.7,0.63,10493049.0,21603335.0,4.63,Star - Overpaid,2024
Charles Bassey,2024-25,SAS,C,24.0,36.0,2162606,"$2,162,606",376,4.4,4.2,0.5,0.4,0.8,19.0,0.597,17.5,1.1,0.1,-1.1,-1.7,0.6,2.03,1966005.0,21626060.0,4.62,Fair Value,2024
De'Andre Hunter,2024-25,2TM,SF,27.0,64.0,21696429,"$21,696,429",81,17.0,4.0,1.4,0.8,0.2,15.9,0.623,22.8,4.4,1.0,0.4,1.2,-0.8,0.78,4931007.0,21696429.0,4.61,Fair Value,2024
Grayson Allen,2024-25,PHO,SG,29.0,64.0,15625000,"$15,625,000",108,10.6,3.0,2.1,0.8,0.3,13.7,0.631,17.6,2.5,0.7,-0.3,0.7,-1.0,0.68,6250000.0,22321429.0,4.48,Fair Value,2024
Garrison Mathews,2024-25,ATL,SG,28.0,47.0,2230253,"$2,230,253",369,7.5,1.9,1.3,0.6,0.3,11.2,0.606,15.9,1.5,0.1,-1.6,-1.1,-0.5,3.36,1486835.0,22302530.0,4.48,Fair Value,2024
Jrue Holiday,2024-25,BOS,PG,34.0,62.0,30000000,"$30,000,000",49,11.1,4.3,3.9,1.1,0.4,13.5,0.565,15.8,5.1,1.3,0.7,-0.3,1.0,0.37,5882353.0,23076923.0,4.33,Star - Overpaid,2024
Anfernee Simons,2024-25,POR,SG,25.0,70.0,25892857,"$25,892,857",62,19.3,2.7,4.8,0.9,0.1,14.9,0.557,24.6,4.2,1.1,-0.1,1.5,-1.5,0.75,6164966.0,23538961.0,4.25,Fair Value,2024
Caris LeVert,2024-25,CLE,SF,30.0,38.0,16615384,"$16,615,384",105,10.2,2.8,3.7,0.9,0.5,14.4,0.58,18.1,2.3,0.7,1.2,0.5,0.7,0.61,7224080.0,23736263.0,4.21,Fair Value,2024
Luka Dončić,2024-25,DAL,PG,25.0,22.0,43031940,"$43,031,940",18,28.1,8.3,7.8,2.0,0.4,24.2,0.584,33.1,2.5,1.8,6.9,5.5,1.4,0.65,17212776.0,23906633.0,4.18,Star - Overpaid,2024
Peyton Watson,2024-25,DEN,SF,22.0,68.0,2413560,"$2,413,560",363,8.1,3.4,1.4,0.7,1.4,11.4,0.564,13.9,2.5,0.1,-1.8,-2.1,0.3,3.36,965424.0,24135600.0,4.14,Fair Value,2024
Jordan Poole,2024-25,WAS,SG,25.0,68.0,29651786,"$29,651,786",52,20.5,3.0,4.5,1.3,0.4,16.6,0.591,29.0,2.0,1.2,0.4,2.0,-1.6,0.69,14825893.0,24709822.0,4.05,Fair Value,2024
Zach LaVine,2024-25,2TM,SG,29.0,74.0,44531940,"$44,531,940",15,23.3,4.3,4.2,0.8,0.2,17.3,0.639,25.3,5.1,1.8,0.7,2.3,-1.6,0.52,8731753.0,24739967.0,4.04,Star - Overpaid,2024
Jonas Valančiūnas,2024-25,SAC,C,32.0,32.0,9900000,"$9,900,000",165,8.7,7.0,1.8,0.5,0.6,21.1,0.604,20.9,2.1,0.4,1.1,0.6,0.5,0.88,4714286.0,24750000.0,4.04,Fair Value,2024
Steven Adams,2024-25,HOU,C,31.0,58.0,12600000,"$12,600,000",132,3.9,5.6,1.1,0.4,0.5,16.6,0.541,13.6,2.3,0.5,0.3,0.0,0.3,0.31,5478261.0,25200000.0,3.97,Fair Value,2024
Trae Young,2024-25,ATL,PG,26.0,76.0,43031940,"$43,031,940",18,24.2,3.1,11.6,1.2,0.2,18.3,0.567,29.6,5.7,1.7,0.5,3.3,-2.7,0.56,7549463.0,25312906.0,3.95,Star - Overpaid,2024
Isaac Okoro,2024-25,CLE,SG,24.0,55.0,10185186,"$10,185,186",161,6.1,2.4,1.2,0.6,0.3,10.7,0.587,12.5,2.5,0.4,-0.5,-1.1,0.6,0.6,4074074.0,25462965.0,3.93,Fair Value,2024
