player_name,season,team,position,age,games_played,games_started,games_started_percentage,awards,salary,salary_formatted,salary_rank,mpg,ppg,rpg,apg,spg,bpg,tov_pg,pf_pg,fg_pct,three_pt_pct,ft_pct,efg_pct,three_pm_pg,three_pa_pg,total_points,total_rebounds,total_assists,total_steals,total_blocks,PER,TS_pct,usage_pct,ORB_pct,DRB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,OWS,DWS,WS,WS_per_48,OBPM,DBPM,BPM,VORP,points_per_million,salary_per_win_share,salary_per_vorp,salary_tier,scoring_tier,impact_tier,is_mvp_candidate,is_allstar,is_all_nba_first,is_dpoy_candidate,season_year
Shake Milton,2022-23,PHI,SG,26.0,76.0,11.0,14.5,,1997718.0,"$1,997,718",386.0,20.6,8.4,2.5,3.2,0.3,0.2,1.2,1.6,0.479,0.378,0.853,0.535,0.7,1.9,637.0,191.0,240.0,25.0,13.0,12.7,0.575,18.5,3.0,11.3,7.2,22.3,0.8,0.8,14.5,1.6,1.2,2.9,0.087,-1.0,-0.9,-2.0,0.0,4.2,688868.0,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
Drew Eubanks,2022-23,POR,C,25.0,78.0,28.0,35.9,,1968175.0,"$1,968,175",387.0,20.3,6.6,5.4,1.3,0.5,1.3,0.9,2.2,0.641,0.389,0.664,0.651,0.1,0.2,518.0,418.0,103.0,40.0,102.0,16.2,0.666,12.5,9.5,20.9,15.2,9.2,1.2,5.7,14.7,2.9,1.6,4.4,0.134,-0.9,0.9,0.1,0.8,3.35,447312.0,2460219.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
Svi Mykhailiuk,2022-23,CHO,SF,25.0,19.0,8.0,42.1,,1968175.0,"$1,968,175",387.0,22.5,10.6,2.4,2.7,0.7,0.2,1.2,1.2,0.441,0.404,0.676,0.553,1.9,4.7,201.0,46.0,52.0,14.0,4.0,13.8,0.571,19.5,3.7,7.9,5.7,17.7,1.6,0.8,11.1,0.4,0.3,0.7,0.076,0.3,-0.8,-0.5,0.2,5.39,2811679.0,9840875.0,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2022
Aaron Holiday,2022-23,ATL,PG,26.0,63.0,6.0,9.5,,1968175.0,"$1,968,175",387.0,13.4,3.9,1.2,1.4,0.6,0.2,0.6,1.3,0.418,0.409,0.844,0.5,0.6,1.4,247.0,74.0,89.0,37.0,12.0,9.4,0.528,13.4,3.2,6.4,4.8,13.0,2.1,1.2,13.3,0.3,0.6,0.9,0.053,-2.9,0.9,-2.0,0.0,1.98,2186861.0,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
Edmond Sumner,2022-23,BRK,SG,27.0,53.0,12.0,22.6,,1968175.0,"$1,968,175",387.0,13.9,7.1,1.5,1.3,0.6,0.2,0.9,1.6,0.461,0.356,0.917,0.519,0.6,1.6,378.0,79.0,68.0,31.0,10.0,14.0,0.597,22.1,2.0,9.9,6.0,13.3,2.1,1.2,13.6,0.6,0.7,1.3,0.086,-2.4,-0.2,-2.6,-0.1,3.61,1513981.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2022
Thomas Bryant,2022-23,LAL,C,25.0,41.0,25.0,61.0,,1968175.0,"$1,968,175",387.0,21.4,12.1,6.8,0.7,0.3,0.6,0.7,1.9,0.654,0.44,0.741,0.691,0.5,1.2,496.0,279.0,29.0,14.0,23.0,21.5,0.712,18.2,8.5,25.1,17.1,5.0,0.8,2.2,7.4,2.7,1.2,3.8,0.211,2.4,-0.1,2.3,0.9,6.15,517941.0,2186861.0,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2022
Thomas Bryant,2022-23,DEN,C,25.0,18.0,1.0,5.6,,1968175.0,"$1,968,175",387.0,11.4,4.6,3.3,0.1,0.1,0.4,0.6,1.4,0.485,0.444,0.722,0.515,0.2,0.5,83.0,60.0,2.0,2.0,7.0,11.8,0.547,18.2,11.0,22.4,16.8,1.3,0.5,3.0,11.6,0.0,0.2,0.3,0.066,-4.4,-2.2,-6.6,-0.2,2.34,6560583.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2022
Svi Mykhailiuk,2022-23,2TM,SF,25.0,32.0,8.0,25.0,,1968175.0,"$1,968,175",387.0,14.6,6.9,1.7,1.7,0.5,0.1,0.8,0.7,0.445,0.424,0.667,0.566,1.3,3.1,222.0,53.0,53.0,15.0,4.0,14.0,0.584,19.3,3.4,8.9,6.1,16.5,1.5,0.7,11.2,0.5,0.3,0.8,0.081,0.5,-0.7,-0.1,0.2,3.51,2460219.0,9840875.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
Josh Okogie,2022-23,PHO,SG,24.0,72.0,26.0,36.1,,1968175.0,"$1,968,175",387.0,18.8,7.3,3.5,1.5,0.8,0.5,0.9,1.6,0.391,0.335,0.724,0.471,0.9,2.7,529.0,251.0,105.0,56.0,34.0,13.3,0.531,17.7,8.8,11.9,10.3,10.3,2.0,2.3,11.2,1.1,1.7,2.8,0.101,-0.8,0.5,-0.2,0.6,3.71,702920.0,3280292.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
Yuta Watanabe,2022-23,BRK,SF,28.0,58.0,1.0,1.7,,1968175.0,"$1,968,175",387.0,16.0,5.6,2.4,0.8,0.4,0.3,0.4,1.4,0.491,0.444,0.723,0.621,1.0,2.3,322.0,141.0,48.0,25.0,17.0,12.1,0.637,13.1,3.7,13.1,8.5,7.0,1.3,1.6,8.0,1.3,0.9,2.1,0.111,-0.4,-0.2,-0.6,0.3,2.85,937226.0,6560583.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
Thomas Bryant,2022-23,2TM,C,25.0,59.0,26.0,44.1,,1968175.0,"$1,968,175",387.0,18.3,9.8,5.7,0.5,0.3,0.5,0.6,1.7,0.623,0.441,0.738,0.659,0.4,1.0,579.0,339.0,31.0,16.0,30.0,19.7,0.682,18.2,8.9,24.6,17.0,4.3,0.7,2.4,8.2,2.7,1.4,4.1,0.183,1.1,-0.5,0.6,0.7,4.98,480043.0,2811679.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
Theo Pinson,2022-23,DAL,SG,27.0,40.0,1.0,2.5,,1968175.0,"$1,968,175",387.0,8.1,2.4,1.6,1.2,0.2,0.0,0.3,0.9,0.356,0.355,0.846,0.483,0.6,1.6,95.0,63.0,46.0,6.0,1.0,10.1,0.512,14.7,3.6,19.3,11.4,19.6,0.9,0.3,11.5,0.2,0.2,0.5,0.071,-2.5,-0.9,-3.4,-0.1,1.22,3936350.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2022
Svi Mykhailiuk,2022-23,NYK,SF,25.0,13.0,0.0,0.0,,1968175.0,"$1,968,175",387.0,3.1,1.6,0.5,0.1,0.1,0.0,0.2,0.1,0.5,0.6,0.6,0.75,0.5,0.8,21.0,7.0,1.0,1.0,0.0,15.8,0.739,17.4,0.0,19.3,9.6,3.5,1.2,0.0,12.3,0.1,0.0,0.1,0.141,3.6,0.5,4.1,0.1,0.81,19681750.0,19681750.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
Daniel Gafford,2022-23,WAS,C,24.0,78.0,47.0,60.3,,1930681.0,"$1,930,681",396.0,20.6,9.0,5.6,1.1,0.4,1.3,1.1,2.4,0.732,,0.679,0.732,0.0,0.0,705.0,433.0,84.0,33.0,99.0,19.7,0.739,15.2,11.7,18.0,15.0,7.5,1.0,5.2,15.1,4.2,1.9,6.1,0.184,0.4,0.6,1.0,1.2,4.66,316505.0,1608901.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
Terance Mann,2022-23,LAC,SG,26.0,81.0,36.0,44.4,,1930681.0,"$1,930,681",396.0,23.1,8.8,3.4,2.3,0.5,0.3,1.0,1.8,0.519,0.389,0.78,0.593,1.0,2.4,713.0,276.0,184.0,42.0,22.0,13.4,0.619,15.3,4.7,11.8,8.3,14.0,1.1,1.0,12.2,2.8,1.5,4.3,0.111,-0.3,0.1,-0.2,0.8,4.56,448996.0,2413351.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
Isaiah Roby,2022-23,SAS,PF,24.0,42.0,2.0,4.8,,1930681.0,"$1,930,681",396.0,11.3,4.1,2.5,0.9,0.4,0.2,0.7,1.3,0.432,0.3,0.488,0.49,0.4,1.4,172.0,107.0,38.0,18.0,7.0,9.3,0.497,17.8,4.7,20.6,12.3,10.7,1.8,1.2,15.2,-0.4,0.3,-0.1,-0.011,-4.0,-0.6,-4.6,-0.3,2.12,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2022
Naz Reid,2022-23,MIN,C,23.0,68.0,11.0,16.2,,1930681.0,"$1,930,681",396.0,18.4,11.5,4.9,1.1,0.6,0.8,1.4,2.6,0.537,0.346,0.677,0.602,1.1,3.2,781.0,333.0,77.0,42.0,53.0,18.5,0.617,24.8,6.6,22.8,14.9,9.6,1.6,3.7,12.7,1.1,1.9,3.0,0.114,0.3,0.8,1.0,1.0,5.96,643560.0,1930681.0,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2022
Jalen McDaniels,2022-23,PHI,SF,25.0,24.0,3.0,12.5,,1930681.0,"$1,930,681",396.0,17.5,6.7,3.2,0.8,0.7,0.2,0.5,2.1,0.488,0.4,0.824,0.537,0.5,1.3,160.0,76.0,19.0,17.0,5.0,12.5,0.58,16.1,5.5,15.8,10.7,6.5,2.0,1.1,8.6,0.4,0.5,1.0,0.109,-2.5,-0.1,-2.6,-0.1,3.47,1930681.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2022
Jalen McDaniels,2022-23,CHO,SF,25.0,56.0,21.0,37.5,,1930681.0,"$1,930,681",396.0,26.7,10.6,4.8,2.0,1.2,0.5,1.4,2.8,0.447,0.322,0.846,0.513,1.2,3.6,595.0,270.0,111.0,66.0,29.0,11.6,0.551,17.5,3.1,16.5,9.6,10.5,2.1,1.7,12.9,0.1,1.7,1.8,0.057,-2.7,0.7,-2.0,0.0,5.49,1072601.0,,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2022
Dean Wade,2022-23,CLE,PF,26.0,44.0,13.0,29.5,,1930681.0,"$1,930,681",396.0,20.3,4.7,3.4,0.8,0.6,0.5,0.4,2.0,0.412,0.354,0.652,0.54,1.0,2.9,206.0,150.0,37.0,28.0,21.0,8.5,0.55,10.2,2.6,17.2,9.9,5.4,1.6,2.2,8.3,0.4,1.4,1.8,0.097,-2.9,2.1,-0.7,0.3,2.43,1072601.0,6435603.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
Jaylen Nowell,2022-23,MIN,SG,23.0,65.0,2.0,3.1,,1930681.0,"$1,930,681",396.0,19.3,10.8,2.6,2.0,0.6,0.1,1.0,1.6,0.448,0.289,0.778,0.502,1.0,3.6,704.0,170.0,132.0,42.0,5.0,13.7,0.527,25.0,3.3,11.7,7.6,15.9,1.6,0.3,8.9,0.0,1.2,1.2,0.046,-1.5,-1.0,-2.5,-0.2,5.59,1608901.0,,Other,Role Player (10-15 PPG),Below Average (<0 VORP),0,0,0,0,2022
Jalen McDaniels,2022-23,2TM,SF,25.0,80.0,24.0,30.0,,1930681.0,"$1,930,681",396.0,23.9,9.4,4.3,1.6,1.0,0.4,1.2,2.6,0.455,0.332,0.841,0.518,1.0,2.9,755.0,346.0,130.0,83.0,34.0,11.8,0.557,17.2,3.6,16.3,9.9,9.6,2.1,1.6,12.1,0.5,2.2,2.7,0.068,-2.7,0.6,-2.1,-0.1,4.87,715067.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2022
Chimezie Metu,2022-23,SAC,PF,25.0,66.0,0.0,0.0,,1910860.0,"$1,910,860",403.0,10.4,4.9,3.0,0.6,0.3,0.3,0.5,1.2,0.589,0.237,0.74,0.61,0.1,0.6,321.0,198.0,40.0,22.0,21.0,17.3,0.639,17.6,7.8,24.9,16.4,8.1,1.5,2.7,11.3,1.2,0.8,2.1,0.143,-0.3,0.2,-0.1,0.3,2.56,909933.0,6369533.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
KZ Okpala,2022-23,SAC,PF,23.0,35.0,3.0,8.6,,1902133.0,"$1,902,133",404.0,7.1,1.3,1.0,0.4,0.2,0.2,0.2,1.1,0.421,0.333,0.875,0.513,0.2,0.6,46.0,34.0,13.0,7.0,7.0,6.2,0.554,8.4,3.2,12.4,7.8,6.3,1.4,2.5,14.4,0.1,0.2,0.3,0.057,-4.3,1.1,-3.2,-0.1,0.68,6340443.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2022
Davon Reed,2022-23,DEN,SG,27.0,35.0,1.0,2.9,,1902133.0,"$1,902,133",404.0,9.0,2.3,1.6,0.5,0.4,0.1,0.6,1.0,0.313,0.364,0.75,0.413,0.5,1.3,81.0,55.0,19.0,13.0,4.0,5.2,0.456,15.0,3.4,16.3,10.0,7.3,2.0,1.1,18.4,-0.4,0.4,-0.1,-0.009,-5.8,-0.3,-6.1,-0.3,1.21,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2022
Davon Reed,2022-23,2TM,SG,27.0,43.0,1.0,2.3,,1902133.0,"$1,902,133",404.0,8.0,2.1,1.4,0.5,0.3,0.1,0.5,0.9,0.333,0.37,0.667,0.435,0.4,1.1,89.0,59.0,23.0,15.0,4.0,6.2,0.471,14.5,3.4,16.0,9.9,8.2,2.1,1.0,17.5,-0.4,0.4,0.1,0.008,-5.4,0.0,-5.3,-0.3,1.1,19021330.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2022
Théo Maledon,2022-23,CHO,PG,21.0,44.0,7.0,15.9,,1900000.0,"$1,900,000",407.0,19.4,6.7,2.8,3.5,0.8,0.3,1.3,1.4,0.402,0.295,0.851,0.457,0.6,2.2,295.0,123.0,152.0,37.0,12.0,11.6,0.515,17.0,1.7,13.9,7.7,24.2,2.1,1.2,17.1,0.0,0.9,0.8,0.047,-3.0,0.5,-2.5,-0.1,3.53,2375000.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2022
Moritz Wagner,2022-23,ORL,C,25.0,57.0,18.0,31.6,,1878720.0,"$1,878,720",408.0,19.5,10.5,4.5,1.5,0.6,0.2,1.2,2.4,0.5,0.313,0.841,0.564,0.9,2.9,600.0,259.0,84.0,37.0,13.0,17.4,0.63,21.1,7.0,19.4,13.2,11.5,1.6,1.1,12.5,2.1,1.3,3.4,0.149,0.4,0.2,0.6,0.7,5.59,552565.0,2683886.0,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2022
Wenyen Gabriel,2022-23,LAL,C,25.0,68.0,2.0,2.9,,1878720.0,"$1,878,720",408.0,15.1,5.5,4.2,0.5,0.4,0.5,0.7,2.1,0.596,0.278,0.619,0.615,0.1,0.5,372.0,286.0,36.0,26.0,35.0,14.4,0.626,14.1,12.6,17.2,15.0,4.8,1.2,2.9,13.4,1.5,1.3,2.8,0.132,-2.3,0.1,-2.2,-0.1,2.93,670971.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2022
Keita Bates-Diop,2022-23,SAS,PF,27.0,67.0,42.0,62.7,,1878720.0,"$1,878,720",408.0,21.7,9.7,3.7,1.5,0.7,0.3,0.8,0.9,0.508,0.394,0.793,0.568,0.8,2.1,647.0,248.0,103.0,46.0,20.0,14.9,0.609,16.7,4.7,14.3,9.3,9.8,1.5,1.1,9.5,2.1,0.6,2.7,0.089,0.3,-0.9,-0.6,0.5,5.16,695822.0,3757440.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
Thanasis Antetokounmpo,2022-23,MIL,PF,30.0,37.0,0.0,0.0,,1878720.0,"$1,878,720",408.0,5.6,1.4,1.2,0.4,0.1,0.1,0.3,0.6,0.435,0.0,0.5,0.435,0.0,0.2,51.0,44.0,15.0,3.0,3.0,6.7,0.458,13.8,7.9,14.1,11.1,9.3,0.7,1.2,17.7,-0.1,0.2,0.1,0.022,-6.5,-1.1,-7.6,-0.3,0.75,18787200.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2022
Oshae Brissett,2022-23,IND,PF,24.0,65.0,2.0,3.1,,1846738.0,"$1,846,738",413.0,16.7,6.1,3.4,0.7,0.5,0.2,0.5,1.2,0.386,0.31,0.717,0.461,0.7,2.4,398.0,218.0,44.0,33.0,13.0,10.6,0.52,16.1,6.4,16.0,11.2,5.4,1.4,1.0,8.2,0.4,0.7,1.1,0.05,-2.0,-1.2,-3.2,-0.3,3.3,1678853.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2022
Isaiah Joe,2022-23,OKC,SG,23.0,73.0,10.0,13.7,,1836090.0,"$1,836,090",414.0,19.1,9.5,2.4,1.2,0.7,0.1,0.5,1.4,0.441,0.409,0.82,0.599,2.2,5.4,691.0,175.0,88.0,48.0,8.0,14.5,0.626,17.7,2.0,11.6,6.7,8.7,1.6,0.5,6.6,2.5,1.3,3.8,0.131,1.3,-0.4,0.9,1.0,5.17,483182.0,1836090.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
Ryan Arcidiacono,2022-23,2TM,PG,28.0,20.0,4.0,20.0,,1836090.0,"$1,836,090",414.0,8.6,1.3,0.8,1.2,0.3,0.0,0.4,0.9,0.243,0.348,,0.351,0.4,1.2,26.0,15.0,23.0,5.0,0.0,2.7,0.351,11.1,0.0,10.0,5.0,16.9,1.4,0.0,15.9,-0.2,0.1,-0.2,-0.043,-7.3,-1.5,-8.8,-0.3,0.71,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2022
Ryan Arcidiacono,2022-23,NYK,PG,28.0,11.0,0.0,0.0,,1836090.0,"$1,836,090",414.0,2.4,0.3,0.4,0.2,0.2,0.0,0.1,0.3,0.2,0.333,,0.3,0.1,0.3,3.0,4.0,2.0,2.0,0.0,3.1,0.3,9.9,0.0,17.0,8.4,9.3,3.8,0.0,16.7,0.0,0.0,0.0,-0.012,-8.9,3.8,-5.1,0.0,0.16,,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
Anthony Gill,2022-23,WAS,PF,30.0,59.0,8.0,13.6,,1836090.0,"$1,836,090",414.0,10.6,3.3,1.7,0.6,0.1,0.2,0.3,1.2,0.538,0.138,0.731,0.553,0.1,0.5,195.0,99.0,34.0,7.0,12.0,11.1,0.604,12.3,6.9,10.6,8.8,7.2,0.5,1.6,8.5,1.0,0.4,1.3,0.101,-2.4,-0.9,-3.3,-0.2,1.8,1412377.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2022
Justin Jackson,2022-23,BOS,SF,27.0,23.0,0.0,0.0,,1836090.0,"$1,836,090",414.0,4.7,0.9,0.7,0.4,0.2,0.2,0.1,0.3,0.259,0.25,0.5,0.352,0.2,0.9,20.0,17.0,9.0,4.0,4.0,6.3,0.359,12.2,2.1,15.1,8.7,10.5,1.8,3.2,6.7,-0.1,0.2,0.1,0.025,-4.2,1.6,-2.6,0.0,0.49,18360900.0,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
Nathan Knight,2022-23,MIN,C,25.0,38.0,0.0,0.0,,1836090.0,"$1,836,090",414.0,7.7,3.7,1.5,0.3,0.3,0.2,0.6,1.1,0.568,0.364,0.684,0.617,0.2,0.6,139.0,56.0,13.0,10.0,6.0,14.5,0.655,18.7,8.6,12.8,10.8,6.1,1.6,1.8,16.5,0.4,0.3,0.7,0.116,-2.4,-0.8,-3.2,-0.1,2.02,2622986.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2022
Gabe Vincent,2022-23,MIA,PG,26.0,68.0,34.0,50.0,,1815677.0,"$1,815,677",419.0,25.9,9.4,2.1,2.5,0.9,0.1,1.4,2.3,0.402,0.334,0.872,0.505,1.7,5.1,641.0,145.0,167.0,62.0,5.0,9.0,0.533,17.5,1.7,8.1,4.8,13.9,1.8,0.3,13.3,-0.3,1.7,1.4,0.038,-3.1,-0.3,-3.4,-0.6,5.18,1296912.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2022
Max Strus,2022-23,MIA,SF,26.0,80.0,33.0,41.2,,1815677.0,"$1,815,677",419.0,28.4,11.5,3.2,2.1,0.5,0.2,0.9,2.1,0.41,0.35,0.876,0.535,2.5,7.0,923.0,258.0,171.0,42.0,12.0,10.8,0.557,17.6,2.4,11.2,6.7,11.2,0.9,0.5,7.8,1.5,1.9,3.4,0.071,-0.8,-0.9,-1.7,0.2,6.33,534023.0,9078385.0,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2022
Javonte Green,2022-23,CHI,SF,29.0,32.0,1.0,3.1,,1815677.0,"$1,815,677",419.0,15.0,5.2,2.8,0.7,0.8,0.7,0.6,1.6,0.565,0.371,0.667,0.625,0.4,1.1,165.0,88.0,23.0,24.0,21.0,14.5,0.646,13.6,6.5,14.2,10.4,6.4,2.4,4.2,13.5,0.6,0.8,1.4,0.142,-1.1,2.5,1.4,0.4,2.86,1296912.0,4539192.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
Paul Reed,2022-23,PHI,C,23.0,69.0,2.0,2.9,,1782621.0,"$1,782,621",423.0,10.9,4.2,3.8,0.4,0.7,0.7,0.7,1.8,0.593,0.167,0.745,0.596,0.0,0.1,287.0,262.0,27.0,46.0,51.0,19.2,0.62,16.4,17.8,23.1,20.5,5.3,3.0,6.3,16.3,1.2,1.6,2.8,0.18,-1.6,1.5,-0.1,0.4,2.36,636650.0,4456552.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
KJ Martin,2022-23,HOU,SF,22.0,82.0,49.0,59.8,,1782621.0,"$1,782,621",423.0,28.0,12.7,5.5,1.5,0.5,0.4,1.1,1.8,0.569,0.315,0.68,0.617,0.8,2.6,1039.0,452.0,123.0,41.0,30.0,15.4,0.635,16.4,6.0,15.8,10.8,8.1,0.9,1.3,10.0,4.2,0.7,4.9,0.103,0.6,-1.3,-0.7,0.7,7.12,363800.0,2546601.0,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2022
Naji Marshall,2022-23,NOP,SF,25.0,77.0,21.0,27.3,,1782621.0,"$1,782,621",423.0,23.3,9.1,3.6,2.5,0.7,0.2,1.3,1.5,0.433,0.303,0.789,0.49,0.9,2.8,698.0,279.0,189.0,54.0,14.0,11.4,0.539,17.8,3.0,14.6,8.8,14.4,1.5,0.7,13.0,0.5,2.0,2.5,0.068,-1.9,0.0,-1.9,0.1,5.1,713048.0,17826210.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
Tre Jones,2022-23,SAS,PG,23.0,68.0,65.0,95.6,,1782621.0,"$1,782,621",423.0,29.2,12.9,3.6,6.6,1.3,0.1,1.6,1.4,0.459,0.285,0.86,0.489,0.7,2.3,875.0,245.0,448.0,89.0,9.0,16.0,0.534,19.3,3.0,10.8,6.7,31.5,2.1,0.4,11.8,2.6,0.8,3.4,0.082,-0.2,-0.8,-1.0,0.5,7.24,524300.0,3565242.0,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2022
Nick Richards,2022-23,CHO,C,25.0,65.0,9.0,13.8,,1782621.0,"$1,782,621",423.0,18.7,8.2,6.4,0.6,0.2,1.1,0.9,2.4,0.629,1.0,0.749,0.631,0.0,0.0,532.0,416.0,38.0,11.0,71.0,18.3,0.676,15.6,12.6,24.0,18.2,4.5,0.4,5.1,13.0,2.7,1.5,4.2,0.165,-1.0,-0.2,-1.3,0.2,4.6,424434.0,8913105.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
Lamar Stevens,2022-23,CLE,SF,25.0,62.0,25.0,40.3,,1782621.0,"$1,782,621",423.0,18.1,5.3,3.3,0.5,0.4,0.3,0.4,1.3,0.448,0.316,0.702,0.5,0.5,1.5,328.0,207.0,33.0,27.0,19.0,9.5,0.524,13.6,5.0,16.7,10.9,4.0,1.2,1.6,7.9,0.3,1.6,1.9,0.08,-3.0,0.2,-2.8,-0.2,2.97,938222.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2022
Haywood Highsmith,2022-23,MIA,PF,26.0,54.0,11.0,20.4,,1752638.0,"$1,752,638",432.0,17.9,4.4,3.5,0.8,0.7,0.3,0.8,1.5,0.431,0.339,0.464,0.516,0.7,2.0,236.0,188.0,43.0,36.0,17.0,8.5,0.517,12.5,6.7,16.4,11.4,6.2,1.9,1.8,16.5,-0.3,1.3,0.9,0.046,-3.7,0.7,-3.1,-0.3,2.51,1947376.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2022
Saben Lee,2022-23,2TM,PG,23.0,25.0,1.0,4.0,,1752638.0,"$1,752,638",432.0,14.9,6.0,1.8,2.7,0.8,0.0,1.0,1.3,0.405,0.367,0.737,0.45,0.4,1.2,151.0,45.0,67.0,19.0,1.0,13.1,0.517,19.5,3.8,9.7,6.7,24.3,2.5,0.2,14.1,0.2,0.4,0.7,0.088,-2.7,0.9,-1.8,0.0,3.42,2503769.0,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
Saben Lee,2022-23,PHO,PG,23.0,23.0,1.0,4.3,,1752638.0,"$1,752,638",432.0,15.8,6.3,2.0,2.8,0.8,0.0,0.9,1.3,0.393,0.379,0.737,0.44,0.5,1.3,145.0,45.0,65.0,18.0,1.0,13.1,0.51,19.1,3.9,10.0,6.9,24.0,2.4,0.2,12.9,0.3,0.4,0.7,0.093,-2.7,0.9,-1.8,0.0,3.59,2503769.0,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
Leandro Bolmaro,2022-23,UTA,SF,22.0,14.0,0.0,0.0,,1709300.0,"$1,709,300",435.0,4.9,0.4,0.5,0.5,0.2,0.1,0.5,0.7,0.15,0.0,,0.15,0.0,0.3,6.0,7.0,7.0,3.0,1.0,-5.0,0.15,16.6,6.5,4.7,5.6,12.3,2.1,1.2,25.9,-0.4,0.0,-0.3,-0.231,-12.4,-2.3,-14.7,-0.2,0.23,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2022
Jericho Sims,2022-23,NYK,C,24.0,52.0,16.0,30.8,,1639842.0,"$1,639,842",437.0,15.6,3.4,4.7,0.5,0.3,0.5,0.5,1.8,0.776,0.0,0.75,0.776,0.0,0.0,178.0,242.0,25.0,15.0,28.0,13.8,0.78,7.4,13.3,19.4,16.4,4.0,0.9,3.2,19.1,1.6,0.9,2.6,0.153,-1.0,0.5,-0.5,0.3,2.07,630708.0,5466140.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2022
Kessler Edwards,2022-23,BRK,SF,22.0,14.0,1.0,7.1,,1637966.0,"$1,637,966",438.0,5.6,1.1,1.0,0.1,0.2,0.1,0.3,0.2,0.25,0.167,0.5,0.292,0.1,0.9,15.0,14.0,2.0,3.0,1.0,2.4,0.301,16.2,8.7,11.1,10.0,3.2,1.9,1.1,13.9,-0.3,0.1,-0.2,-0.108,-6.7,-3.0,-9.7,-0.2,0.67,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2022
