player_name,season,team,position,age,games_played,games_started,games_started_percentage,awards,salary,salary_formatted,salary_rank,mpg,ppg,rpg,apg,spg,bpg,tov_pg,pf_pg,fg_pct,three_pt_pct,ft_pct,efg_pct,three_pm_pg,three_pa_pg,total_points,total_rebounds,total_assists,total_steals,total_blocks,PER,TS_pct,usage_pct,ORB_pct,DRB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,OWS,DWS,WS,WS_per_48,OBPM,DBPM,BPM,VORP,points_per_million,salary_per_win_share,salary_per_vorp,salary_tier,scoring_tier,impact_tier,is_mvp_candidate,is_allstar,is_all_nba_first,is_dpoy_candidate,season_year
Bam Adebayo,2024-25,MIA,C,27.0,78.0,78.0,100.0,DPOY-10,34848340.0,"$34,848,340",39.0,34.3,18.1,9.6,4.3,1.3,0.7,2.1,2.1,0.485,0.357,0.765,0.521,1.0,2.8,1410.0,749.0,337.0,98.0,53.0,18.9,0.561,23.5,7.7,23.1,15.5,20.0,1.8,1.9,11.4,3.5,4.0,7.5,0.135,1.0,1.0,2.0,2.7,0.52,4646445.0,12906793.0,Top 50,Starter (15-20 PPG),Above Average (2-4 VORP),0,0,0,1,2024
De'Aaron Fox,2024-25,2TM,PG,27.0,62.0,62.0,100.0,,34848340.0,"$34,848,340",39.0,36.1,23.5,4.8,6.3,1.5,0.4,2.8,2.6,0.463,0.31,0.827,0.514,1.9,6.1,1459.0,298.0,392.0,91.0,25.0,18.3,0.56,28.3,2.7,12.1,7.4,27.2,2.0,1.1,11.8,2.6,1.7,4.3,0.093,1.3,-1.0,0.4,1.3,0.67,8104265.0,26806415.0,Top 50,All-Star (20-25 PPG),Average (0-2 VORP),0,0,0,0,2024
De'Aaron Fox,2024-25,SAS,PG,27.0,17.0,17.0,100.0,,34848340.0,"$34,848,340",39.0,34.0,19.7,4.3,6.8,1.5,0.3,2.4,2.7,0.446,0.274,0.819,0.493,1.5,5.6,335.0,73.0,116.0,25.0,5.0,16.3,0.537,26.0,1.7,11.9,6.8,30.8,2.1,0.8,11.6,0.5,0.4,0.9,0.071,-0.6,-1.4,-2.0,0.0,0.57,38720378.0,,Top 50,Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2024
Jayson Tatum,2024-25,BOS,PF,26.0,72.0,72.0,100.0,"MVP-4,CPOY-10,AS,NBA1",34848340.0,"$34,848,340",39.0,36.4,26.8,8.7,6.0,1.1,0.5,2.9,2.2,0.452,0.343,0.814,0.537,3.5,10.1,1932.0,623.0,431.0,76.0,38.0,21.7,0.582,31.2,2.0,23.7,12.9,27.0,1.5,1.3,11.2,5.3,4.2,9.5,0.174,4.4,0.8,5.2,4.8,0.77,3668246.0,7260071.0,Top 50,Elite Scorer (25+ PPG),Star (4-6 VORP),1,1,1,0,2024
De'Aaron Fox,2024-25,SAC,PG,27.0,45.0,45.0,100.0,,34848340.0,"$34,848,340",39.0,37.0,25.0,5.0,6.1,1.5,0.4,3.0,2.6,0.469,0.322,0.829,0.521,2.0,6.4,1124.0,225.0,276.0,66.0,20.0,19.0,0.567,29.1,3.0,12.2,7.6,26.0,1.9,1.2,11.8,2.2,1.3,3.5,0.101,2.0,-0.8,1.2,1.3,0.72,9956669.0,26806415.0,Top 50,Elite Scorer (25+ PPG),Average (0-2 VORP),0,0,0,0,2024
Desmond Bane,2024-25,MEM,SG,26.0,69.0,68.0,98.6,,34005250.0,"$34,005,250",42.0,32.0,19.2,6.1,5.3,1.2,0.4,2.4,2.4,0.484,0.392,0.894,0.565,2.4,6.1,1327.0,418.0,369.0,80.0,28.0,17.9,0.6,23.3,3.0,16.9,10.0,23.6,1.7,1.2,13.3,4.0,2.6,6.5,0.142,2.6,0.6,3.2,2.9,0.56,5231577.0,11725948.0,Top 50,Starter (15-20 PPG),Above Average (2-4 VORP),0,0,0,0,2024
Deandre Ayton,2024-25,POR,C,26.0,40.0,40.0,100.0,,34005126.0,"$34,005,126",43.0,30.2,14.4,10.2,1.6,0.8,1.0,1.7,2.2,0.566,0.188,0.667,0.573,0.2,0.8,576.0,406.0,64.0,31.0,39.0,17.7,0.583,19.4,10.9,26.0,18.2,8.5,1.2,2.9,12.2,1.2,1.6,2.8,0.113,-0.3,-0.4,-0.7,0.4,0.42,12144688.0,85012815.0,Top 50,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
James Harden,2024-25,LAC,PG,35.0,79.0,79.0,100.0,"MVP-10,AS,NBA3",33653846.0,"$33,653,846",44.0,35.3,22.8,5.8,8.7,1.5,0.7,4.3,2.1,0.41,0.352,0.874,0.501,3.0,8.5,1802.0,456.0,687.0,118.0,55.0,20.0,0.582,29.6,2.3,16.1,9.3,36.8,2.1,2.0,18.0,4.0,4.3,8.3,0.143,3.5,0.8,4.3,4.4,0.68,4054680.0,7648601.0,Top 50,All-Star (20-25 PPG),Star (4-6 VORP),1,1,0,0,2024
CJ McCollum,2024-25,NOP,PG,33.0,56.0,56.0,100.0,,33333333.0,"$33,333,333",45.0,32.7,21.1,3.8,4.1,0.8,0.4,1.9,2.2,0.444,0.373,0.717,0.53,3.1,8.2,1183.0,212.0,227.0,46.0,24.0,15.8,0.55,27.2,2.4,10.3,6.2,20.6,1.2,1.3,9.0,1.3,0.2,1.5,0.038,1.2,-2.6,-1.4,0.3,0.63,22222222.0,111111110.0,Top 50,All-Star (20-25 PPG),Average (0-2 VORP),0,0,0,0,2024
Julius Randle,2024-25,MIN,PF,30.0,69.0,69.0,100.0,,33073920.0,"$33,073,920",46.0,32.3,18.7,7.1,4.7,0.7,0.2,2.8,2.5,0.485,0.344,0.806,0.542,1.6,4.6,1288.0,487.0,323.0,47.0,16.0,17.5,0.593,25.0,7.3,16.8,12.1,22.5,1.0,0.7,15.3,3.6,2.6,6.2,0.134,1.5,-0.2,1.3,1.8,0.57,5334503.0,18374400.0,Top 50,Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2024
Immanuel Quickley,2024-25,TOR,PG,25.0,33.0,33.0,100.0,,32500000.0,"$32,500,000",47.0,27.8,17.1,3.5,5.8,0.7,0.1,1.8,1.8,0.42,0.378,0.867,0.517,2.6,6.8,564.0,117.0,191.0,23.0,4.0,17.5,0.57,25.1,1.8,12.1,6.8,31.5,1.2,0.4,10.5,1.8,0.6,2.5,0.128,3.2,-1.0,2.2,1.0,0.53,13000000.0,32500000.0,Top 50,Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2024
Khris Middleton,2024-25,MIL,SF,33.0,23.0,7.0,30.4,,31000000.0,"$31,000,000",48.0,23.2,12.6,3.7,4.4,0.7,0.2,1.6,2.3,0.512,0.407,0.848,0.595,1.5,3.7,290.0,85.0,102.0,17.0,5.0,17.8,0.627,22.0,1.1,15.7,8.7,28.5,1.5,0.9,13.8,1.1,0.6,1.7,0.15,1.7,0.6,2.2,0.6,0.41,18235294.0,51666667.0,Top 50,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
Khris Middleton,2024-25,WAS,SF,33.0,14.0,14.0,100.0,,31000000.0,"$31,000,000",48.0,22.1,10.7,3.7,3.4,1.3,0.2,1.4,1.6,0.413,0.277,0.868,0.464,0.9,3.4,150.0,52.0,48.0,18.0,3.0,14.9,0.526,22.0,2.7,14.9,8.7,23.9,2.8,0.9,11.7,0.1,0.2,0.4,0.057,-1.9,-0.1,-2.0,0.0,0.35,77500000.0,,Top 50,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
Khris Middleton,2024-25,2TM,SF,33.0,37.0,21.0,56.8,,31000000.0,"$31,000,000",48.0,22.8,11.9,3.7,4.1,0.9,0.2,1.5,2.0,0.475,0.361,0.857,0.546,1.3,3.6,440.0,137.0,150.0,35.0,8.0,16.7,0.588,22.0,1.7,15.4,8.7,26.8,2.0,0.9,13.0,1.2,0.8,2.0,0.116,0.4,0.3,0.7,0.6,0.38,15500000.0,51666667.0,Top 50,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
Isaiah Hartenstein,2024-25,OKC,C,26.0,57.0,53.0,93.0,,30000000.0,"$30,000,000",49.0,27.9,11.2,10.7,3.8,0.8,1.1,1.7,3.0,0.581,0.0,0.675,0.581,0.0,0.3,637.0,611.0,219.0,47.0,62.0,18.9,0.599,16.7,11.2,29.6,20.6,18.3,1.4,3.9,15.3,3.2,3.6,6.8,0.205,0.6,2.6,3.2,2.1,0.37,4411765.0,14285714.0,Top 50,Role Player (10-15 PPG),Above Average (2-4 VORP),0,0,0,0,2024
Jrue Holiday,2024-25,BOS,PG,34.0,62.0,62.0,100.0,,30000000.0,"$30,000,000",49.0,30.6,11.1,4.3,3.9,1.1,0.4,1.2,1.6,0.443,0.353,0.909,0.538,1.7,4.9,686.0,265.0,239.0,66.0,27.0,13.5,0.565,15.8,4.4,10.8,7.6,17.3,1.7,1.3,11.3,2.8,2.4,5.1,0.13,-0.3,1.0,0.7,1.3,0.37,5882353.0,23076923.0,Top 50,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
Jerami Grant,2024-25,POR,PF,30.0,47.0,47.0,100.0,,29793104.0,"$29,793,104",51.0,32.4,14.4,3.5,2.1,0.9,1.0,1.4,2.3,0.373,0.365,0.849,0.467,2.3,6.3,677.0,163.0,101.0,41.0,46.0,10.9,0.523,19.4,1.8,10.0,5.8,9.5,1.3,2.7,9.1,0.6,1.2,1.8,0.057,-1.4,-0.3,-1.6,0.1,0.48,16551724.0,297931040.0,Top 100,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
Jordan Poole,2024-25,WAS,SG,25.0,68.0,68.0,100.0,,29651786.0,"$29,651,786",52.0,29.4,20.5,3.0,4.5,1.3,0.4,3.0,3.0,0.432,0.378,0.883,0.544,3.5,9.1,1391.0,203.0,303.0,86.0,27.0,16.6,0.591,29.0,1.6,9.0,5.3,25.6,2.0,1.2,14.8,1.2,0.8,2.0,0.047,2.0,-1.6,0.4,1.2,0.69,14825893.0,24709822.0,Top 100,All-Star (20-25 PPG),Average (0-2 VORP),0,0,0,0,2024
Devin Vassell,2024-25,SAS,SG,24.0,64.0,53.0,82.8,,29347826.0,"$29,347,826",53.0,31.0,16.3,4.0,2.9,1.3,0.5,1.4,1.7,0.443,0.368,0.792,0.532,2.5,6.7,1041.0,255.0,183.0,84.0,33.0,14.2,0.553,22.1,1.8,12.0,6.9,13.8,2.0,1.5,8.5,0.9,1.3,2.2,0.054,-0.3,-0.8,-1.1,0.4,0.56,13339921.0,73369565.0,Top 100,Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2024
Kristaps Porziņģis,2024-25,BOS,C,29.0,42.0,42.0,100.0,,29268293.0,"$29,268,293",54.0,28.8,19.5,6.8,2.1,0.7,1.5,1.3,2.8,0.483,0.412,0.809,0.572,2.5,6.0,818.0,284.0,87.0,31.0,63.0,22.3,0.618,25.9,6.1,19.3,12.8,11.4,1.3,4.8,7.4,3.3,2.0,5.3,0.212,3.5,1.2,4.7,2.1,0.67,5522319.0,13937282.0,Top 100,Starter (15-20 PPG),Above Average (2-4 VORP),0,0,0,0,2024
Tyler Herro,2024-25,MIA,SG,25.0,77.0,77.0,100.0,AS,29000000.0,"$29,000,000",55.0,35.4,23.9,5.2,5.5,0.9,0.2,2.6,1.1,0.472,0.375,0.878,0.563,3.3,8.7,1840.0,399.0,424.0,69.0,17.0,19.7,0.605,28.0,1.4,14.6,8.1,26.2,1.3,0.6,11.5,4.7,2.7,7.4,0.131,3.8,-0.7,3.1,3.5,0.82,3918919.0,8285714.0,Top 100,All-Star (20-25 PPG),Above Average (2-4 VORP),0,1,0,0,2024
Dejounte Murray,2024-25,NOP,PG,28.0,31.0,31.0,100.0,,28817135.0,"$28,817,135",56.0,32.6,17.5,6.5,7.4,2.0,0.4,3.4,2.0,0.393,0.299,0.823,0.445,1.7,5.6,542.0,200.0,228.0,63.0,12.0,15.4,0.494,27.3,1.8,20.1,10.7,34.6,3.0,1.1,16.2,-0.7,0.9,0.2,0.009,-1.3,-0.3,-1.6,0.1,0.61,144085675.0,288171350.0,Top 100,Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2024
Jonathan Isaac,2024-25,ORL,PF,27.0,71.0,1.0,1.4,,27600000.0,"$27,600,000",57.0,15.4,5.4,4.4,0.6,0.9,1.1,0.5,1.3,0.414,0.258,0.682,0.474,0.5,2.1,380.0,314.0,40.0,61.0,80.0,16.6,0.512,16.2,12.0,21.5,16.5,5.5,2.8,7.0,8.2,0.8,2.5,3.4,0.148,-1.1,1.8,0.7,0.7,0.2,8117647.0,39428571.0,Top 100,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2024
Miles Bridges,2024-25,CHO,PF,26.0,64.0,64.0,100.0,,27173913.0,"$27,173,913",59.0,31.7,20.3,7.5,3.9,0.7,0.7,2.1,1.5,0.431,0.313,0.87,0.495,2.2,7.0,1300.0,481.0,248.0,44.0,45.0,17.7,0.541,28.0,3.7,21.9,12.6,21.7,1.1,2.2,10.2,1.3,1.8,3.2,0.075,2.3,-0.5,1.8,2.0,0.75,8491848.0,13586956.0,Top 100,All-Star (20-25 PPG),Above Average (2-4 VORP),0,0,0,0,2024
John Collins,2024-25,UTA,PF,27.0,40.0,31.0,77.5,,26580000.0,"$26,580,000",60.0,30.5,19.0,8.2,2.0,1.0,1.0,2.6,2.9,0.527,0.399,0.848,0.583,1.5,3.7,758.0,327.0,80.0,39.0,40.0,19.0,0.628,24.2,7.9,20.9,14.4,10.8,1.5,3.1,14.6,1.7,0.8,2.5,0.098,1.4,-0.4,1.0,0.9,0.71,10632000.0,29533333.0,Top 100,Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2024
Andrew Wiggins,2024-25,GSW,SF,29.0,43.0,43.0,100.0,,26276786.0,"$26,276,786",61.0,30.1,17.6,4.6,2.4,0.9,0.8,1.3,1.6,0.444,0.379,0.777,0.524,2.2,5.8,755.0,197.0,102.0,40.0,33.0,16.4,0.566,23.5,5.3,11.2,8.2,12.2,1.5,2.4,7.7,1.7,1.5,3.2,0.119,1.4,-0.4,1.0,1.0,0.67,8211496.0,26276786.0,Top 100,Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2024
Andrew Wiggins,2024-25,2TM,SF,29.0,60.0,60.0,100.0,,26276786.0,"$26,276,786",61.0,30.7,18.0,4.5,2.6,1.0,0.8,1.7,1.7,0.448,0.374,0.763,0.526,2.2,5.8,1078.0,269.0,158.0,60.0,50.0,16.4,0.566,24.5,5.1,10.8,7.9,13.5,1.6,2.6,9.4,1.9,2.1,4.0,0.104,1.2,-0.3,0.9,1.4,0.69,6569196.0,18769133.0,Top 100,Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2024
Andrew Wiggins,2024-25,MIA,SF,29.0,17.0,17.0,100.0,,26276786.0,"$26,276,786",61.0,32.1,19.0,4.2,3.3,1.2,1.0,2.5,1.8,0.458,0.36,0.731,0.53,2.1,5.9,323.0,72.0,56.0,20.0,17.0,16.4,0.566,26.7,4.7,9.8,7.3,16.5,1.8,3.0,13.1,0.2,0.6,0.8,0.069,0.8,-0.1,0.7,0.4,0.72,32845982.0,65691965.0,Top 100,Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2024
Anfernee Simons,2024-25,POR,SG,25.0,70.0,70.0,100.0,,25892857.0,"$25,892,857",62.0,32.7,19.3,2.7,4.8,0.9,0.1,2.0,1.7,0.426,0.363,0.902,0.521,3.1,8.5,1348.0,189.0,337.0,60.0,5.0,14.9,0.557,24.6,1.2,8.0,4.5,23.3,1.3,0.2,10.6,2.9,1.2,4.2,0.087,1.5,-1.5,-0.1,1.1,0.75,6164966.0,23538961.0,Top 100,Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2024
RJ Barrett,2024-25,TOR,SF,24.0,58.0,58.0,100.0,,25794643.0,"$25,794,643",63.0,32.2,21.1,6.3,5.4,0.8,0.3,2.8,2.4,0.468,0.35,0.63,0.523,1.8,5.3,1223.0,366.0,314.0,46.0,17.0,16.5,0.547,28.7,3.4,17.9,10.5,27.3,1.2,0.9,12.9,0.6,1.7,2.4,0.061,1.2,-0.7,0.6,1.2,0.82,10747768.0,21495536.0,Top 100,All-Star (20-25 PPG),Average (0-2 VORP),0,0,0,0,2024
Tobias Harris,2024-25,DET,PF,32.0,73.0,73.0,100.0,,25365854.0,"$25,365,854",64.0,31.6,13.7,5.9,2.2,1.0,0.8,1.2,1.9,0.477,0.345,0.861,0.534,1.2,3.6,1002.0,432.0,162.0,74.0,57.0,13.9,0.571,17.6,3.1,17.5,10.4,9.8,1.5,2.4,8.8,2.3,2.9,5.2,0.108,-0.5,0.6,0.1,1.2,0.54,4878049.0,21138212.0,Top 100,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
Jaren Jackson Jr.,2024-25,MEM,C,25.0,74.0,74.0,100.0,"DPOY-7,AS,DEF2",25257798.0,"$25,257,798",65.0,29.8,22.2,5.6,2.0,1.2,1.5,2.1,3.5,0.488,0.375,0.781,0.548,2.0,5.3,1641.0,417.0,148.0,92.0,113.0,19.6,0.591,28.1,4.4,15.5,10.0,10.1,1.9,4.7,9.9,3.2,3.2,6.4,0.139,1.6,0.8,2.3,2.4,0.88,3946531.0,10524082.0,Top 100,All-Star (20-25 PPG),Above Average (2-4 VORP),0,1,0,1,2024
Jalen Brunson,2024-25,NYK,PG,28.0,65.0,65.0,100.0,"MVP-10,CPOY-1,AS,NBA2",24960001.0,"$24,960,001",66.0,35.4,26.0,2.9,7.3,0.9,0.1,2.5,2.1,0.488,0.383,0.821,0.551,2.3,6.1,1690.0,187.0,475.0,60.0,8.0,21.6,0.605,29.5,1.4,7.9,4.7,32.3,1.3,0.3,10.5,6.8,1.4,8.3,0.172,4.7,-1.3,3.3,3.1,1.04,3007229.0,8051613.0,Top 100,Elite Scorer (25+ PPG),Above Average (2-4 VORP),1,1,0,0,2024
Terry Rozier,2024-25,MIA,PG,30.0,64.0,23.0,35.9,,24924126.0,"$24,924,126",67.0,25.9,10.6,3.7,2.6,0.6,0.2,1.2,1.1,0.391,0.295,0.852,0.462,1.4,4.8,679.0,238.0,167.0,37.0,14.0,10.5,0.497,20.4,3.0,12.8,7.9,14.8,1.1,0.8,10.3,-0.5,1.5,1.0,0.029,-2.6,-1.0,-3.7,-0.7,0.43,24924126.0,,Top 100,Role Player (10-15 PPG),Below Average (<0 VORP),0,0,0,0,2024
Kyle Kuzma,2024-25,MIL,PF,29.0,33.0,32.0,97.0,,24456060.0,"$24,456,060",68.0,31.8,14.5,5.6,2.2,0.5,0.4,2.2,2.0,0.455,0.333,0.663,0.52,1.5,4.6,478.0,185.0,73.0,16.0,12.0,10.5,0.545,21.4,2.9,15.7,9.6,9.9,0.7,1.1,14.3,-0.6,0.9,0.3,0.014,-2.9,-1.8,-4.7,-0.7,0.59,81520200.0,,Top 100,Role Player (10-15 PPG),Below Average (<0 VORP),0,0,0,0,2024
Kyle Kuzma,2024-25,WAS,PF,29.0,32.0,30.0,93.8,,24456060.0,"$24,456,060",68.0,27.7,15.2,5.8,2.5,0.6,0.2,2.3,1.6,0.42,0.281,0.602,0.469,1.4,5.0,486.0,185.0,79.0,20.0,7.0,10.6,0.488,27.1,3.1,18.6,10.8,14.7,1.1,0.7,12.8,-1.7,0.4,-1.3,-0.068,-3.0,-2.3,-5.2,-0.7,0.62,,,Top 100,Starter (15-20 PPG),Below Average (<0 VORP),0,0,0,0,2024
Kyle Kuzma,2024-25,2TM,PF,29.0,65.0,62.0,95.4,,24456060.0,"$24,456,060",68.0,29.8,14.8,5.7,2.3,0.6,0.3,2.2,1.8,0.436,0.307,0.634,0.493,1.5,4.8,964.0,370.0,152.0,36.0,19.0,10.6,0.514,24.0,3.0,17.1,10.2,12.1,0.9,0.9,13.5,-2.3,1.3,-0.9,-0.024,-2.9,-2.0,-4.9,-1.4,0.61,,,Top 100,Role Player (10-15 PPG),Below Average (<0 VORP),0,0,0,0,2024
Draymond Green,2024-25,GSW,PF,34.0,68.0,66.0,97.1,"DPOY-3,DEF1",24107143.0,"$24,107,143",69.0,29.2,9.0,6.1,5.6,1.5,1.0,2.6,3.2,0.424,0.325,0.687,0.503,1.2,3.6,613.0,414.0,383.0,99.0,70.0,12.4,0.534,15.9,3.9,19.0,11.2,26.2,2.4,3.4,23.3,0.3,3.4,3.7,0.088,-2.3,2.8,0.5,1.3,0.37,6515444.0,18543956.0,Top 100,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,1,2024
DeMar DeRozan,2024-25,SAC,SF,35.0,77.0,77.0,100.0,,23400000.0,"$23,400,000",70.0,35.9,22.2,3.9,4.4,0.8,0.4,1.4,1.9,0.477,0.328,0.857,0.509,1.1,3.3,1710.0,298.0,342.0,62.0,32.0,17.7,0.569,25.0,2.0,10.1,6.0,18.7,1.1,1.1,6.5,5.7,1.4,7.1,0.123,1.2,-1.2,-0.1,1.3,0.95,3295775.0,18000000.0,Top 100,All-Star (20-25 PPG),Average (0-2 VORP),0,0,0,0,2024
Mikal Bridges,2024-25,NYK,SF,28.0,82.0,82.0,100.0,,23300000.0,"$23,300,000",71.0,37.0,17.6,3.2,3.7,0.9,0.5,1.6,1.5,0.5,0.354,0.814,0.57,2.0,5.6,1444.0,259.0,306.0,75.0,43.0,14.0,0.585,19.6,2.7,7.0,4.9,14.4,1.2,1.3,9.7,3.7,2.0,5.7,0.09,0.4,-0.9,-0.5,1.2,0.76,4087719.0,19416667.0,Top 100,Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2024
Dillon Brooks,2024-25,HOU,SF,29.0,75.0,75.0,100.0,,23255493.0,"$23,255,493",72.0,31.8,14.0,3.7,1.7,0.8,0.2,1.0,3.2,0.429,0.397,0.818,0.533,2.5,6.3,1053.0,275.0,128.0,60.0,16.0,11.0,0.555,17.7,3.3,9.1,6.1,7.4,1.2,0.6,7.4,2.7,2.5,5.1,0.103,-1.4,0.0,-1.4,0.4,0.6,4559901.0,58138732.0,Top 100,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
Cameron Johnson,2024-25,BRK,PF,28.0,57.0,57.0,100.0,,23062500.0,"$23,062,500",73.0,31.6,18.8,4.3,3.4,0.9,0.4,1.7,1.8,0.475,0.39,0.893,0.582,2.8,7.2,1070.0,247.0,194.0,53.0,25.0,18.2,0.632,22.9,3.3,12.8,7.8,18.5,1.5,1.4,10.5,3.8,1.3,5.1,0.137,3.5,-0.4,3.1,2.3,0.82,4522059.0,10027174.0,Top 100,Starter (15-20 PPG),Above Average (2-4 VORP),0,0,0,0,2024
Brook Lopez,2024-25,MIL,C,36.0,80.0,80.0,100.0,,23000000.0,"$23,000,000",74.0,31.8,13.0,5.0,1.8,0.6,1.9,1.1,2.1,0.509,0.373,0.826,0.599,1.7,4.7,1041.0,401.0,143.0,50.0,148.0,14.8,0.624,15.8,5.0,11.8,8.6,7.8,0.9,5.4,9.1,3.6,2.9,6.6,0.124,0.4,0.4,0.8,1.8,0.57,3484848.0,12777778.0,Top 100,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
Bruce Brown,2024-25,NOP,PG,28.0,23.0,12.0,52.2,,23000000.0,"$23,000,000",74.0,24.7,8.2,4.2,2.4,0.7,0.3,0.9,2.0,0.41,0.356,0.75,0.455,0.7,2.0,189.0,96.0,56.0,17.0,7.0,10.1,0.488,15.9,4.2,14.3,9.1,13.8,1.4,1.2,9.4,0.1,0.2,0.2,0.02,-3.4,-1.2,-4.6,-0.4,0.36,115000000.0,,Top 100,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2024
Bruce Brown,2024-25,2TM,PG,28.0,41.0,12.0,29.3,,23000000.0,"$23,000,000",74.0,22.5,8.3,4.0,2.0,0.8,0.2,1.0,1.7,0.421,0.333,0.815,0.464,0.7,2.0,340.0,164.0,84.0,34.0,10.0,10.9,0.504,17.2,4.5,14.9,9.6,12.8,1.8,1.0,10.4,0.1,0.6,0.7,0.035,-3.2,-0.6,-3.8,-0.4,0.36,32857143.0,,Top 100,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2024
Bruce Brown,2024-25,TOR,PG,28.0,18.0,0.0,0.0,,23000000.0,"$23,000,000",74.0,19.6,8.4,3.8,1.6,0.9,0.2,1.1,1.4,0.435,0.306,0.897,0.477,0.6,2.0,151.0,68.0,28.0,17.0,3.0,12.3,0.525,19.3,5.0,15.9,10.3,11.3,2.3,0.8,11.7,0.0,0.4,0.4,0.06,-2.7,0.2,-2.5,0.0,0.37,57500000.0,,Top 100,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2024
Aaron Gordon,2024-25,DEN,PF,29.0,51.0,42.0,82.4,,22841455.0,"$22,841,455",76.0,28.4,14.7,4.8,3.2,0.5,0.3,1.4,1.6,0.531,0.436,0.81,0.607,1.5,3.4,748.0,247.0,164.0,23.0,14.0,17.0,0.65,19.0,6.4,12.1,9.4,15.0,0.8,0.9,11.3,3.6,0.7,4.3,0.143,2.7,-1.5,1.2,1.2,0.64,5311966.0,19034546.0,Top 100,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
Kentavious Caldwell-Pope,2024-25,ORL,SG,31.0,77.0,77.0,100.0,,22757000.0,"$22,757,000",77.0,29.6,8.7,2.2,1.8,1.3,0.4,0.8,1.8,0.439,0.342,0.863,0.543,1.5,4.3,673.0,169.0,136.0,99.0,34.0,9.9,0.574,12.4,1.6,7.2,4.3,8.7,2.2,1.4,9.6,1.5,3.1,4.6,0.096,-3.0,1.6,-1.4,0.3,0.38,4947174.0,75856667.0,Top 100,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2024
Jaden McDaniels,2024-25,MIN,PF,24.0,82.0,82.0,100.0,,22586207.0,"$22,586,207",78.0,31.9,12.2,5.7,2.0,1.3,0.9,1.2,2.7,0.477,0.33,0.813,0.537,1.2,3.7,1000.0,470.0,163.0,110.0,74.0,13.3,0.562,16.3,5.6,14.2,10.0,9.0,2.1,2.6,9.6,2.3,3.9,6.3,0.115,-1.4,1.4,0.0,1.4,0.54,3585112.0,16133005.0,Top 100,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
Malcolm Brogdon,2024-25,WAS,PG,32.0,24.0,13.0,54.2,,22500000.0,"$22,500,000",79.0,23.5,12.7,3.8,4.1,0.5,0.2,1.6,1.3,0.433,0.286,0.88,0.467,0.7,2.3,305.0,91.0,98.0,13.0,5.0,15.8,0.544,23.7,3.9,13.0,8.4,27.4,1.1,0.8,11.9,0.6,0.1,0.7,0.061,-0.1,-1.5,-1.5,0.1,0.56,32142857.0,225000000.0,Top 100,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2024
Clint Capela,2024-25,ATL,C,30.0,55.0,41.0,74.5,,22265280.0,"$22,265,280",80.0,21.4,8.9,8.5,1.1,0.6,1.0,0.9,1.9,0.559,0.0,0.536,0.559,0.0,0.0,488.0,469.0,62.0,34.0,53.0,17.7,0.564,16.7,15.8,28.2,21.8,7.4,1.4,4.1,9.8,1.7,1.5,3.2,0.131,-0.6,-0.4,-1.0,0.3,0.4,6957900.0,74217600.0,Top 100,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2024
